,game_id,season,date_time_GMT
20687,2016030164,20162017,2017-04-20T01:30:00Z
20688,2016030165,20162017,2017-04-22T19:00:00Z
20689,2015030311,20152016,2016-05-14T00:00:00Z
20690,2015030312,20152016,2016-05-17T00:00:00Z
20691,2015030313,20152016,2016-05-19T00:00:00Z
20692,2015030314,20152016,2016-05-21T00:00:00Z
20693,2015030315,20152016,2016-05-23T00:00:00Z
20694,2015030316,20152016,2016-05-25T00:00:00Z
20695,2015030317,20152016,2016-05-27T00:00:00Z
20696,2016030221,20162017,2017-04-27T23:30:00Z
20697,2016030222,20162017,2017-04-30T00:00:00Z
20698,2016030223,20162017,2017-05-01T23:30:00Z
20699,2016030224,20162017,2017-05-03T23:30:00Z
20700,2016030225,20162017,2017-05-06T23:15:00Z
20701,2016030226,20162017,2017-05-08T23:30:00Z
20702,2016030227,20162017,2017-05-10T23:30:00Z
20703,2014030171,20142015,2015-04-17T02:30:00Z
20704,2014030172,20142015,2015-04-19T02:30:00Z
20705,2014030173,20142015,2015-04-21T01:00:00Z
20706,2014030174,20142015,2015-04-23T01:30:00Z
20707,2013030311,20132014,2014-05-17T17:00:00Z
20708,2013030312,20132014,2014-05-20T00:00:00Z
20709,2013030313,20132014,2014-05-23T00:00:00Z
20710,2013030314,20132014,2014-05-26T00:00:00Z
20711,2013030315,20132014,2014-05-28T00:00:00Z
20712,2013030316,20132014,2014-05-30T00:00:00Z
20713,2015030241,20152016,2016-04-30T02:30:00Z
20714,2015030242,20152016,2016-05-02T00:00:00Z
20715,2015030243,20152016,2016-05-04T01:00:00Z
20716,2015030244,20152016,2016-05-06T01:00:00Z
20717,2015030245,20152016,2016-05-08T02:00:00Z
20718,2015030246,20152016,2016-05-10T01:00:00Z
20719,2015030247,20152016,2016-05-13T01:00:00Z
20720,2015030211,20152016,2016-04-27T23:00:00Z
