,game_id,player_id,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce
229199,2013020133,8475204,16,624,0,0,1,0.0,0,0,0,2,8,0.0,0.0,0,0,0.0,-1,550,0,74
229200,2013020133,8476438,16,1198,0,0,0,0.0,0,0,0,0,1,0.0,0.0,0,0,0.0,-1,1092,51,55
229201,2013020133,8475650,16,471,0,0,2,3.0,0,0,0,0,0,1.0,0.0,0,0,1.0,-1,471,0,0
229202,2013020133,8470281,16,1407,1,0,2,0.0,0,1,0,0,0,0.0,2.0,0,0,0.0,-2,1254,58,95
229203,2013020133,8474141,16,1110,1,0,2,0.0,0,1,0,0,0,0.0,1.0,0,0,0.0,0,1013,2,95
229204,2013020133,8475323,16,1087,0,0,0,1.0,0,0,0,3,4,1.0,0.0,0,0,1.0,1,1015,67,5
229205,2013020133,8469992,16,1182,0,0,0,2.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,1180,2,0
229206,2013020133,8475181,16,1129,0,0,1,2.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,1074,0,55
229207,2013020133,8462129,16,875,0,0,0,1.0,0,0,0,6,10,0.0,0.0,0,0,0.0,0,808,67,0
229208,2013020133,8476381,16,998,1,0,3,5.0,0,0,0,5,13,0.0,0.0,0,0,0.0,0,925,0,73
229209,2013020133,8469544,16,1161,0,0,3,0.0,0,0,0,3,4,0.0,0.0,0,0,1.0,0,1064,2,95
229210,2013020133,8469665,16,1364,0,0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,1297,62,5
229337,2013020376,8466148,16,1074,1,0,5,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,930,19,125
229338,2013020376,8471769,16,1368,2,0,1,0.0,0,0,0,0,0,1.0,4.0,0,0,2.0,1,1263,97,8
229339,2013020376,8465058,16,969,0,0,2,2.0,0,0,0,0,0,0.0,0.0,0,0,1.0,-1,948,0,21
229340,2013020376,8474727,16,770,0,0,1,0.0,0,0,0,1,5,0.0,1.0,0,0,1.0,0,709,61,0
229341,2013020376,8470607,16,1161,0,0,3,4.0,0,0,0,0,0,0.0,3.0,0,0,0.0,1,1013,23,125
229342,2013020376,8473604,16,1233,0,0,1,0.0,0,0,0,11,22,0.0,1.0,0,0,0.0,0,1107,19,107
229343,2013020376,8475204,16,658,0,0,0,0.0,0,0,2,2,6,0.0,0.0,0,0,0.0,0,650,0,8
229344,2013020376,8471346,16,924,0,0,4,0.0,0,0,0,0,2,0.0,1.0,0,0,0.0,1,799,0,125
229345,2013020376,8476438,16,872,1,0,1,0.0,0,0,0,0,0,0.0,2.0,0,0,0.0,0,725,22,125
229346,2013020376,8475650,16,530,0,0,0,1.0,0,0,5,0,0,0.0,0.0,0,0,1.0,0,530,0,0
229347,2013020376,8470281,16,1275,1,0,1,0.0,0,0,0,0,0,0.0,3.0,0,0,0.0,1,1145,23,107
229348,2013020376,8474141,16,1182,0,2,3,0.0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,1067,0,115
229349,2013020376,8475323,16,731,0,0,0,0.0,0,0,0,6,10,1.0,1.0,0,0,0.0,0,637,94,0
229350,2013020376,8475181,16,1038,0,0,2,0.0,0,0,0,0,0,0.0,3.0,0,0,0.0,-1,913,0,125
229351,2013020376,8462129,16,726,0,0,0,0.0,0,0,0,5,12,0.0,0.0,0,0,1.0,0,693,25,8
229352,2013020376,8476381,16,914,0,0,1,1.0,0,0,0,3,8,1.0,0.0,0,0,0.0,1,828,0,86
229353,2013020376,8469544,16,1152,0,1,4,0.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,1045,0,107
229354,2013020376,8469665,16,1303,0,0,1,0.0,0,0,0,0,0,0.0,3.0,0,0,0.0,1,1198,97,8
229931,2012020332,8466148,16,1035,0,1,1,1.0,0,0,0,0,0,1.0,0.0,0,0,0.0,2,782,91,162
229932,2012020332,8471769,16,1159,1,0,4,1.0,0,0,2,0,0,0.0,1.0,0,0,0.0,2,1091,62,6
229933,2012020332,8465058,16,959,0,0,0,1.0,0,0,0,0,0,0.0,1.0,0,0,0.0,1,924,35,0
229934,2012020332,8470607,16,1296,0,0,1,2.0,0,0,0,0,0,2.0,0.0,0,0,1.0,0,1046,96,154
229935,2012020332,8471245,16,1101,1,0,3,1.0,0,0,2,8,18,2.0,0.0,0,0,0.0,1,901,0,200
229936,2012020332,8471254,16,957,0,2,3,3.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,951,0,6
229937,2012020332,8470666,16,336,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,336,0,0
229938,2012020332,8473604,16,1028,2,0,1,4.0,0,0,0,9,14,4.0,0.0,0,0,0.0,2,791,94,143
229939,2012020332,8473537,16,1003,1,0,3,0.0,0,0,0,0,0,1.0,1.0,0,0,0.0,0,814,0,189
229940,2012020332,8476438,16,973,2,1,1,2.0,0,0,0,0,3,1.0,0.0,0,0,1.0,3,865,99,9
229941,2012020332,8475650,16,299,0,0,0,2.0,0,0,0,0,1,0.0,0.0,0,0,0.0,-1,299,0,0
229942,2012020332,8470281,16,1397,0,0,4,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,1112,131,154
229943,2012020332,8474141,16,1217,0,1,2,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,1025,3,189
229944,2012020332,8475323,16,628,1,0,1,1.0,0,0,0,7,12,0.0,0.0,0,0,1.0,0,512,99,17
229945,2012020332,8475181,16,1026,0,0,0,2.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,826,0,200
229946,2012020332,8476381,16,1061,1,0,0,5.0,0,0,0,8,13,0.0,0.0,0,0,0.0,0,896,0,165
229947,2012020332,8469544,16,1169,1,0,6,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,969,0,200
229948,2012020332,8469665,16,1163,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,2,1095,62,6
230003,2012020185,8466148,16,1199,0,0,5,0.0,0,0,0,0,0,1.0,1.0,0,0,1.0,1,674,118,407
230004,2012020185,8471769,16,1327,0,0,3,0.0,0,0,0,0,0,1.0,1.0,0,0,3.0,-1,1048,253,26
230005,2012020185,8465058,16,707,0,0,0,0.0,0,0,2,0,0,0.0,2.0,0,0,1.0,1,691,16,0
230006,2012020185,8470607,16,1515,0,0,0,4.0,0,0,0,0,0,3.0,2.0,0,0,0.0,0,1064,237,214
230007,2012020185,8471245,16,1181,0,0,0,0.0,0,0,0,6,18,1.0,1.0,0,0,1.0,-1,954,34,193
230008,2012020185,8471254,16,683,0,0,0,3.0,0,0,5,0,0,2.0,1.0,0,0,0.0,0,634,0,49
230009,2012020185,8473564,16,547,0,0,2,1.0,0,0,2,0,1,3.0,1.0,0,0,0.0,0,305,213,29
230010,2012020185,8473604,16,1293,1,0,1,1.0,0,0,0,16,25,3.0,1.0,0,0,0.0,1,742,159,392
230011,2012020185,8473537,16,840,0,0,2,0.0,0,0,2,0,0,1.0,1.0,0,0,1.0,0,701,0,139
230012,2012020185,8476438,16,874,0,1,6,0.0,0,0,0,0,0,3.0,1.0,0,0,0.0,1,822,0,52
230013,2012020185,8475650,16,289,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,289,0,0
230014,2012020185,8470281,16,1621,0,0,1,1.0,0,0,0,0,0,3.0,0.0,0,0,1.0,0,1124,201,296
230015,2012020185,8474141,16,1462,1,0,2,0.0,0,1,0,0,0,3.0,2.0,0,0,1.0,-1,1059,0,403
230016,2012020185,8475323,16,609,0,0,0,1.0,0,0,0,7,10,3.0,0.0,0,0,1.0,0,319,261,29
230017,2012020185,8475181,16,758,0,1,2,0.0,1,0,0,0,0,0.0,1.0,0,0,0.0,1,564,0,194
230018,2012020185,8476381,16,1004,0,0,3,2.0,0,0,2,5,9,1.0,1.0,0,0,0.0,0,845,0,159
230019,2012020185,8469544,16,1387,1,0,3,0.0,0,1,0,0,0,1.0,0.0,0,0,2.0,-1,1035,45,307
230020,2012020185,8469665,16,1387,0,0,0,1.0,0,0,2,0,0,2.0,1.0,0,0,1.0,-1,1145,216,26
230435,2012020474,8471769,16,1228,0,0,0,0.0,0,0,0,0,0,1.0,2.0,0,0,3.0,-3,1070,158,0
230436,2012020474,8465058,16,1022,0,0,0,1.0,0,0,0,0,1,0.0,0.0,0,0,1.0,-1,778,0,244
230437,2012020474,8470607,16,1354,1,0,0,5.0,0,0,0,0,0,0.0,1.0,0,0,0.0,3,1045,82,227
230438,2012020474,8471245,16,1133,0,0,1,3.0,0,0,0,11,23,0.0,1.0,0,0,0.0,0,791,81,261
230439,2012020474,8474625,16,765,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,762,0,3
230440,2012020474,8471254,16,753,0,0,3,5.0,0,0,0,0,0,1.0,1.0,0,0,0.0,-1,710,0,43
230441,2012020474,8473564,16,1000,1,2,4,0.0,0,0,2,0,0,1.0,0.0,0,0,1.0,1,868,73,59
230442,2012020474,8473604,16,1222,1,1,4,0.0,0,0,0,14,26,0.0,1.0,0,0,0.0,0,944,78,200
230443,2012020474,8473537,16,800,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,568,0,232
230444,2012020474,8476438,16,1216,1,0,1,2.0,0,0,0,0,0,2.0,0.0,0,0,0.0,0,918,93,205
230445,2012020474,8459514,16,413,0,0,0,3.0,0,0,0,1,3,1.0,0.0,0,0,1.0,0,413,0,0
230446,2012020474,8475650,16,454,0,0,1,0.0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,454,0,0
230447,2012020474,8470281,16,1470,3,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,3,1152,82,236
230448,2012020474,8474141,16,1263,0,1,5,0.0,0,0,2,0,0,1.0,0.0,0,0,0.0,0,977,0,286
230449,2012020474,8475323,16,786,0,0,0,0.0,0,0,0,6,9,1.0,0.0,0,0,0.0,-1,630,155,1
230450,2012020474,8475181,16,977,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,0.0,-1,724,0,253
230451,2012020474,8476381,16,831,0,0,1,1.0,0,0,0,4,11,0.0,0.0,0,0,0.0,-1,681,0,150
230452,2012020474,8469665,16,1149,0,0,2,1.0,0,0,0,0,0,1.0,1.0,0,0,2.0,-3,991,158,0
231065,2013020613,8466148,16,1061,0,0,4,0.0,0,0,0,0,0,0.0,1.0,0,0,3.0,0,962,54,45
231066,2013020613,8471769,16,1442,0,0,2,0.0,0,0,0,0,0,0.0,1.0,0,0,3.0,-2,1275,167,0
231067,2013020613,8474727,16,750,0,1,3,0.0,0,0,0,3,7,0.0,1.0,0,0,0.0,1,709,41,0
231068,2013020613,8470607,16,1384,0,1,3,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,-1,1266,73,45
231069,2013020613,8471254,16,651,0,0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,651,0,0
231070,2013020613,8473604,16,1200,1,0,5,0.0,0,0,0,11,21,1.0,1.0,0,0,0.0,1,1121,54,25
231071,2013020613,8471346,16,891,1,0,2,0.0,0,1,0,0,1,0.0,1.0,0,0,0.0,0,846,0,45
231072,2013020613,8476438,16,790,0,0,2,0.0,0,0,0,0,1,0.0,0.0,0,0,0.0,-2,715,30,45
231073,2013020613,8475650,16,625,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,625,0,0
231074,2013020613,8470281,16,1541,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,3.0,-2,1349,167,25
231075,2013020613,8474141,16,1098,0,0,4,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-2,1073,0,25
231076,2013020613,8474497,16,807,0,0,3,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,807,0,0
231077,2013020613,8475323,16,837,0,0,0,0.0,0,0,0,3,6,0.0,1.0,0,0,1.0,0,692,145,0
231078,2013020613,8475181,16,884,1,0,1,0.0,0,1,0,0,0,0.0,0.0,0,0,0.0,1,839,0,45
231079,2013020613,8462129,16,900,0,0,1,1.0,0,0,0,7,11,0.0,0.0,0,0,2.0,-1,744,156,0
231080,2013020613,8476381,16,781,0,0,1,0.0,0,0,2,4,7,0.0,0.0,0,0,0.0,-1,756,0,25
231081,2013020613,8469544,16,1117,1,0,3,1.0,0,0,2,0,0,1.0,1.0,0,0,1.0,0,1092,0,25
231082,2013020613,8469665,16,1233,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,-1,1160,73,0
231443,2013021174,8466148,16,1131,0,0,6,1.0,0,0,0,0,0,0.0,1.0,0,0,0.0,-1,804,88,239
231444,2013021174,8465058,16,1024,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0,916,48,60
231445,2013021174,8474727,16,1051,0,1,2,2.0,0,0,0,2,5,0.0,0.0,0,0,1.0,1,830,23,198
231446,2013021174,8470607,16,1323,0,0,2,2.0,0,0,2,0,0,0.0,1.0,0,0,2.0,1,1080,41,202
231447,2013021174,8471254,16,719,1,0,2,3.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,712,0,7
231448,2013021174,8471299,16,659,0,0,0,2.0,0,0,0,6,10,0.0,1.0,0,0,0.0,1,649,3,7
231449,2013021174,8475214,16,795,1,1,2,0.0,0,0,0,0,1,0.0,0.0,0,0,0.0,2,597,0,198
231450,2013021174,8475323,16,849,0,1,4,0.0,0,0,0,6,12,0.0,0.0,0,0,0.0,1,582,129,138
231451,2013021174,8475181,16,1129,0,0,0,3.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,927,0,202
231452,2013021174,8469544,16,1022,0,1,6,1.0,0,0,2,0,2,0.0,0.0,0,0,1.0,0,793,0,229
231453,2013021174,8471769,16,1124,0,0,0,3.0,0,0,0,0,0,0.0,3.0,0,0,0.0,2,993,124,7
231454,2013021174,8475807,16,731,1,0,6,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,664,63,4
231455,2013021174,8471346,16,1139,1,0,3,1.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,897,3,239
231456,2013021174,8475650,16,510,0,0,0,3.0,0,0,5,0,0,0.0,0.0,0,0,0.0,1,510,0,0
231457,2013021174,8470281,16,1380,0,0,1,0.0,0,0,2,0,0,0.0,1.0,0,0,0.0,1,1055,89,236
231458,2013021174,8469992,16,1050,0,0,1,1.0,0,0,0,0,0,1.0,1.0,0,0,3.0,2,923,124,3
231459,2013021174,8462129,16,851,0,0,0,0.0,0,0,0,7,12,0.0,0.0,0,0,0.0,0,734,117,0
231460,2013021174,8476381,16,1141,1,0,0,1.0,0,0,2,5,15,0.0,0.0,0,0,0.0,1,905,0,236
231641,2013020391,8466148,16,1082,0,0,2,0.0,0,0,0,1,1,2.0,0.0,0,0,0.0,-1,999,31,52
231642,2013020391,8471769,16,1463,0,0,1,1.0,0,0,2,0,0,0.0,1.0,0,0,1.0,0,1458,0,5
231643,2013020391,8474727,16,713,0,0,2,0.0,0,0,0,2,7,0.0,1.0,0,0,0.0,0,713,0,0
231644,2013020391,8470607,16,1402,0,0,3,3.0,0,0,0,0,0,3.0,2.0,0,0,5.0,1,1286,64,52
231645,2013020391,8473604,16,1195,0,0,1,1.0,0,0,0,9,19,0.0,1.0,0,0,1.0,0,1092,35,68
231646,2013020391,8475204,16,592,0,0,0,0.0,0,0,0,1,5,2.0,1.0,0,0,0.0,0,592,0,0
231647,2013020391,8471346,16,979,0,0,1,1.0,0,0,0,1,3,0.0,0.0,0,0,0.0,0,927,0,52
231648,2013020391,8476438,16,1105,0,0,1,0.0,0,0,0,0,1,1.0,0.0,0,0,0.0,1,1022,31,52
231649,2013020391,8475650,16,629,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,629,0,0
231650,2013020391,8470281,16,1608,1,0,1,0.0,0,0,0,0,0,1.0,2.0,0,0,0.0,1,1481,64,63
231651,2013020391,8474141,16,1234,0,0,5,1.0,0,0,0,0,0,1.0,1.0,0,0,0.0,0,1166,0,68
231652,2013020391,8475323,16,886,0,0,0,1.0,0,0,0,5,8,0.0,2.0,0,0,1.0,0,832,54,0
231653,2013020391,8469992,16,918,0,0,2,1.0,0,0,0,0,0,0.0,2.0,0,0,1.0,-1,862,56,0
231654,2013020391,8475181,16,943,0,0,1,0.0,0,0,0,0,0,1.0,0.0,0,0,0.0,-1,886,0,57
231655,2013020391,8462129,16,732,0,0,0,0.0,0,0,0,5,8,0.0,0.0,0,0,1.0,0,678,54,0
231656,2013020391,8476381,16,907,0,0,0,1.0,0,0,0,1,2,1.0,0.0,0,0,1.0,0,813,31,63
231657,2013020391,8469544,16,1164,0,1,4,2.0,0,0,2,0,0,0.0,0.0,0,0,1.0,0,1092,4,68
231658,2013020391,8469665,16,1408,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,1352,56,0
232595,2012020627,8466148,16,1172,2,1,4,1.0,0,0,0,0,0,2.0,0.0,0,0,1.0,3,858,28,286
232596,2012020627,8471769,16,1165,0,1,2,1.0,0,0,0,0,0,2.0,3.0,0,0,1.0,1,1108,57,0
232597,2012020627,8465058,16,1148,0,0,0,1.0,0,0,0,0,0,2.0,0.0,0,0,2.0,1,972,0,176
232598,2012020627,8470607,16,1166,1,0,1,2.0,0,0,4,0,0,0.0,0.0,0,0,2.0,1,893,79,194
232599,2012020627,8471245,16,937,0,0,1,1.0,0,0,0,15,19,0.0,0.0,0,0,0.0,-1,766,28,143
232600,2012020627,8471254,16,851,0,0,1,2.0,0,0,0,0,0,0.0,1.0,0,0,1.0,2,755,0,96
232601,2012020627,8473564,16,750,0,0,3,0.0,0,0,0,0,0,1.0,0.0,0,0,0.0,-1,608,60,82
232602,2012020627,8473604,16,1202,1,1,3,1.0,0,0,2,8,18,2.0,0.0,0,0,0.0,2,914,0,288
232603,2012020627,8473537,16,743,0,1,3,0.0,0,0,0,0,0,0.0,1.0,0,0,0.0,1,692,0,51
232604,2012020627,8476438,16,1042,1,0,1,2.0,0,0,0,0,0,0.0,2.0,0,0,0.0,2,883,48,111
232605,2012020627,8475650,16,496,0,0,2,2.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,496,0,0
232606,2012020627,8470281,16,1441,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,1136,57,248
232607,2012020627,8474141,16,1007,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,2.0,0,840,0,167
232608,2012020627,8475323,16,957,0,0,2,0.0,0,0,0,2,4,0.0,0.0,0,0,1.0,-1,812,63,82
232609,2012020627,8475181,16,1183,0,0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,940,0,243
232610,2012020627,8462129,16,657,1,0,0,3.0,0,0,0,6,14,1.0,0.0,0,0,0.0,0,521,45,91
232611,2012020627,8476381,16,968,1,1,1,4.0,0,0,0,6,11,0.0,1.0,0,0,0.0,3,826,0,142
232612,2012020627,8469665,16,987,0,0,1,1.0,0,0,0,0,0,1.0,0.0,0,0,0.0,1,908,79,0
234449,2012020442,8471769,16,996,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,-1,964,31,1
234450,2012020442,8470607,16,1364,0,0,0,3.0,0,0,0,0,0,0.0,1.0,0,0,1.0,-2,1161,89,114
234451,2012020442,8471245,16,909,0,0,0,3.0,0,0,0,4,10,0.0,0.0,0,0,0.0,-3,814,23,72
234452,2012020442,8474625,16,795,0,0,1,2.0,0,0,0,0,0,0.0,0.0,0,0,2.0,-2,795,0,0
234453,2012020442,8471254,16,1027,0,0,2,4.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,895,0,132
234454,2012020442,8473564,16,862,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,795,66,1
234455,2012020442,8470666,16,146,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,146,0,0
234456,2012020442,8473604,16,1067,0,1,2,0.0,0,0,0,9,15,0.0,0.0,1,0,2.0,-1,938,31,98
234457,2012020442,8473537,16,904,0,0,2,2.0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,832,0,72
234458,2012020442,8476438,16,989,1,0,2,0.0,0,1,0,1,1,0.0,3.0,0,0,0.0,-1,873,44,72
234459,2012020442,8475650,16,656,0,0,4,0.0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,655,0,1
234460,2012020442,8470281,16,1491,0,0,1,1.0,0,0,0,0,0,0.0,2.0,0,0,0.0,0,1270,89,132
234461,2012020442,8474141,16,1521,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0,0.0,-4,1405,10,106
234462,2012020442,8475323,16,934,0,0,1,0.0,0,0,0,7,14,0.0,0.0,0,0,1.0,0,867,66,1
234463,2012020442,8469992,16,1031,0,0,0,3.0,0,0,0,0,0,0.0,1.0,0,0,3.0,0,1031,0,0
234464,2012020442,8475181,16,1033,0,1,2,2.0,1,0,0,0,0,0.0,1.0,0,0,0.0,0,943,0,90
234465,2012020442,8476381,16,977,0,0,0,0.0,0,0,0,9,15,0.0,0.0,0,0,0.0,0,845,0,132
234466,2012020442,8469665,16,1213,0,0,2,0.0,0,0,0,0,0,2.0,3.0,0,0,0.0,-3,1181,31,1
234557,2013020888,8466148,16,1059,0,0,2,2.0,0,0,0,0,0,1.0,0.0,0,0,0.0,-1,867,48,144
234558,2013020888,8471769,16,1120,0,0,0,0.0,0,0,0,0,0,2.0,1.0,0,0,3.0,-1,1024,78,18
234559,2013020888,8465058,16,942,0,0,0,3.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,900,42,0
234560,2013020888,8474727,16,659,1,0,2,0.0,0,0,0,2,2,0.0,0.0,0,0,0.0,1,571,72,16
234561,2013020888,8470607,16,1417,1,0,2,1.0,0,0,0,0,0,1.0,0.0,0,0,2.0,1,1199,42,176
234562,2013020888,8471254,16,630,0,0,1,2.0,0,0,0,0,0,0.0,1.0,0,0,0.0,-1,630,0,0
234563,2013020888,8471299,16,830,0,1,3,2.0,0,0,0,7,10,0.0,0.0,0,0,0.0,1,830,0,0
234564,2013020888,8473604,16,1227,0,0,2,0.0,0,0,0,13,21,0.0,0.0,0,0,0.0,-1,989,48,190
234565,2013020888,8471346,16,950,0,0,2,0.0,0,0,0,1,2,1.0,0.0,0,0,0.0,0,797,0,153
234566,2013020888,8476438,16,1033,0,0,1,2.0,0,0,0,0,0,1.0,0.0,0,0,0.0,1,885,0,148
234567,2013020888,8475650,16,519,0,0,2,1.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0,512,0,7
234568,2013020888,8470281,16,1391,0,0,5,0.0,0,0,2,0,0,1.0,2.0,0,0,0.0,0,1230,0,161
234569,2013020888,8474141,16,1333,0,0,2,1.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0,1133,0,200
234570,2013020888,8475323,16,648,0,0,0,1.0,0,0,0,3,6,0.0,0.0,0,0,0.0,0,564,72,12
234571,2013020888,8475181,16,1014,0,0,3,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,817,0,197
234572,2013020888,8476381,16,945,0,0,1,2.0,0,0,0,2,9,0.0,0.0,0,0,0.0,-1,785,0,160
234573,2013020888,8469544,16,1190,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,990,0,200
234574,2013020888,8469665,16,1138,0,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1,1042,78,18
235043,2013020942,8471769,16,1244,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,1.0,0,1039,205,0
235044,2013020942,8474727,16,965,0,0,2,1.0,0,0,0,7,8,0.0,0.0,0,0,0.0,1,744,161,60
235045,2013020942,8470607,16,1279,2,0,3,1.0,0,0,0,0,0,1.0,2.0,0,0,0.0,3,1022,129,128
235046,2013020942,8471254,16,599,0,1,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,1,543,0,56
235047,2013020942,8471299,16,617,0,0,0,0.0,0,0,0,6,10,1.0,0.0,0,0,0.0,0,566,0,51
235048,2013020942,8473604,16,978,0,2,3,0.0,1,0,2,10,17,0.0,1.0,0,0,1.0,2,873,0,105
235049,2013020942,8471346,16,694,1,0,3,0.0,0,0,2,3,3,0.0,0.0,0,0,1.0,1,593,7,94
235050,2013020942,8476438,16,900,1,0,5,1.0,0,0,0,0,0,0.0,2.0,0,0,0.0,2,800,37,63
235051,2013020942,8475650,16,847,0,1,3,3.0,0,0,0,0,0,0.0,1.0,0,0,0.0,2,704,121,22
235052,2013020942,8470281,16,1221,1,0,3,0.0,0,0,2,0,0,0.0,0.0,0,0,0.0,4,1053,32,136
235053,2013020942,8474141,16,1066,1,0,1,0.0,0,1,0,0,0,0.0,0.0,0,0,1.0,-1,967,10,89
235054,2013020942,8475323,16,913,2,0,0,0.0,0,0,0,7,11,1.0,0.0,0,0,0.0,3,765,121,27
235055,2013020942,8469992,16,1148,1,0,1,2.0,0,0,0,0,0,0.0,0.0,0,0,2.0,1,1014,112,22
235056,2013020942,8475181,16,1099,1,0,2,3.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0,1005,0,94
235057,2013020942,8462129,16,870,0,0,1,4.0,0,0,0,10,12,0.0,0.0,0,0,0.0,0,720,141,9
235058,2013020942,8476381,16,888,0,2,4,3.0,0,0,0,0,1,1.0,1.0,0,0,0.0,3,783,0,105
235059,2013020942,8469544,16,1093,1,0,0,0.0,0,1,0,0,0,0.0,1.0,0,0,0.0,-1,1004,0,89
235060,2013020942,8469665,16,1133,0,0,0,1.0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,1013,120,0
235187,2013020910,8466148,16,258,0,0,0,0.0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,163,0,95
235188,2013020910,8471769,16,1373,0,0,1,2.0,0,0,0,0,0,0.0,1.0,0,0,2.0,0,982,384,7
235189,2013020910,8465058,16,860,1,0,1,2.0,0,0,2,0,0,0.0,1.0,0,0,1.0,3,750,110,0
235190,2013020910,8474727,16,961,0,0,1,1.0,0,0,0,1,4,0.0,1.0,0,0,1.0,0,703,258,0
235191,2013020910,8470607,16,1366,0,0,1,2.0,0,0,0,0,0,0.0,2.0,0,0,3.0,1,942,261,163
235192,2013020910,8471254,16,546,0,1,2,2.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,501,0,45
235193,2013020910,8473604,16,1136,1,2,7,0.0,0,0,0,15,27,2.0,1.0,0,0,0.0,3,749,189,198
235194,2013020910,8471346,16,839,0,1,4,0.0,0,0,0,2,3,0.0,0.0,0,0,0.0,1,688,0,151
235195,2013020910,8476438,16,1072,1,0,3,1.0,0,0,0,0,0,2.0,0.0,0,0,1.0,4,823,93,156
235196,2013020910,8475650,16,708,0,0,2,6.0,0,0,0,0,0,0.0,0.0,0,0,2.0,0,702,0,6
235197,2013020910,8470281,16,1384,0,0,3,0.0,0,0,4,0,0,0.0,3.0,0,0,0.0,1,975,219,190
235198,2013020910,8474141,16,1075,1,0,2,0.0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,853,2,220
235199,2013020910,8475323,16,1055,0,0,2,0.0,0,0,2,10,13,0.0,0.0,0,0,2.0,0,743,312,0
235200,2013020910,8475181,16,860,1,0,2,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,3,696,0,164
235201,2013020910,8462129,16,939,1,0,3,0.0,0,0,0,8,16,1.0,0.0,0,0,1.0,1,629,299,11
235202,2013020910,8476381,16,730,0,0,1,3.0,0,0,0,3,6,0.0,0.0,0,0,0.0,0,532,0,198
