,game_id,player_id,team_id,timeOnIce,assists,goals,pim,shots,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,savePercentage,powerPlaySavePercentage,evenStrengthSavePercentage
14741,2013020430,8470645,16,3511,0,0,0,23,19,2,0,17,0,19,4,82.6086956521739,50.0,89.4736842105263
14755,2013020415,8470645,16,3471,0,0,0,18,14,0,1,13,1,16,1,77.7777777777778,0.0,81.25
14768,2012020415,8470645,16,3600,0,0,0,19,18,1,1,16,1,16,2,94.7368421052632,50.0,100.0
14783,2012020137,8470645,16,3600,0,0,0,33,30,1,0,29,0,32,1,90.9090909090909,100.0,90.625
14827,2012020089,8470645,16,3900,0,0,0,25,23,2,1,20,1,22,2,92.0,100.0,90.9090909090909
14847,2012020353,8470645,16,2398,0,0,2,19,14,2,0,12,0,15,4,73.6842105263158,50.0,80.0
14848,2012020353,8469548,16,1200,0,0,0,12,11,3,0,8,0,9,3,91.6666666666667,100.0,88.8888888888889
14855,2013020596,8477293,16,3600,0,0,0,26,26,1,0,25,0,25,1,100.0,100.0,100.0
14906,2012020213,8469548,16,3600,0,0,0,27,25,3,1,21,1,21,5,92.5925925925926,60.0,100.0
14917,2011020273,8470645,16,3600,0,0,0,26,21,1,0,20,0,25,1,80.7692307692308,100.0,80.0
14945,2010020888,8470645,16,3900,0,0,0,26,24,4,1,19,2,20,4,92.3076923076923,100.0,95.0
14950,2011021062,8470645,16,3600,0,0,0,22,21,0,0,21,0,22,0,95.4545454545455,0.0,95.4545454545455
14983,2011021176,8470645,16,3598,0,0,0,33,29,3,0,26,0,28,5,87.8787878787879,60.0,92.8571428571429
14987,2010020977,8470645,16,3600,0,0,0,33,30,7,3,20,3,23,7,90.9090909090909,100.0,86.9565217391304
15052,2011020708,8470645,16,2163,0,0,0,17,13,1,0,12,0,15,2,76.4705882352941,50.0,80.0
15053,2011020708,8469548,16,1437,0,0,0,6,5,0,0,5,0,6,0,83.3333333333333,0.0,83.3333333333333
15056,2010021197,8470645,16,3799,0,0,0,24,21,2,0,19,0,21,3,87.5,66.6666666666667,90.4761904761905
15107,2011020285,8470645,16,748,0,0,0,7,5,1,0,4,0,5,2,71.4285714285714,50.0,80.0
15108,2011020285,8469548,16,2852,0,0,0,27,20,6,0,14,0,18,9,74.0740740740741,66.6666666666667,77.7777777777778
15147,2011020378,8469548,16,3577,0,0,0,25,23,3,0,20,0,22,3,92.0,100.0,90.9090909090909
15155,2010020713,8470645,16,3600,0,0,0,37,36,5,0,31,0,32,5,97.2972972972973,100.0,96.875
15188,2010021099,8470645,16,3600,0,0,0,23,23,2,0,21,0,21,2,100.0,100.0,100.0
15250,2011020866,8470645,16,3600,0,0,0,34,33,4,2,27,2,28,4,97.0588235294118,100.0,96.4285714285714
15288,2011020017,8470645,16,3596,0,0,0,21,19,1,2,16,2,17,2,90.4761904761905,50.0,94.1176470588235
15306,2011020060,8470645,16,3900,0,0,0,37,35,7,1,27,2,28,7,94.5945945945946,100.0,96.4285714285714
15350,2010020021,8460612,16,3550,0,0,0,26,23,3,2,18,2,20,4,88.4615384615385,75.0,90.0
15419,2011021220,8470645,16,3878,0,0,0,32,30,1,3,26,3,28,1,93.75,100.0,92.8571428571429
15437,2010020626,8470645,16,3600,0,0,0,29,29,3,0,26,0,26,3,100.0,100.0,100.0
15448,2011020241,8470645,16,3591,0,0,0,23,20,2,0,18,0,20,3,86.9565217391304,66.6666666666667,90.0
15541,2011020842,8469548,16,3513,0,0,0,19,16,1,0,15,0,18,1,84.2105263157895,100.0,83.3333333333333
15686,2010020955,8470645,16,3598,0,0,0,25,21,2,1,18,1,21,3,84.0,66.6666666666667,85.7142857142857
15693,2011020647,8470645,16,3817,0,0,0,43,40,1,1,38,1,40,2,93.0232558139535,50.0,95.0
15696,2011020479,8469548,16,3594,0,0,0,24,22,7,0,15,0,15,9,91.6666666666667,77.7777777777778,100.0
15791,2010021061,8470645,16,1399,0,0,0,10,7,2,0,5,0,8,2,70.0,100.0,62.5
15792,2010021061,8460612,16,2185,0,0,0,17,15,5,2,8,2,10,5,88.2352941176471,100.0,80.0
15835,2011021131,8470645,16,2507,0,0,0,15,11,2,0,9,0,12,3,73.3333333333333,66.6666666666667,75.0
15836,2011021131,8469548,16,1073,0,0,0,9,7,0,0,7,0,9,0,77.7777777777778,0.0,77.7777777777778
15879,2010020063,8460612,16,3593,0,0,0,41,38,15,1,22,1,25,15,92.6829268292683,100.0,88.0
15945,2010020644,8470645,16,3598,0,0,0,24,24,5,1,18,1,18,5,100.0,100.0,100.0
15953,2010020725,8470645,16,3554,0,0,0,33,30,4,1,25,1,28,4,90.9090909090909,100.0,89.2857142857143
15972,2010021206,8470645,16,3600,1,0,0,28,26,0,0,26,0,28,0,92.8571428571429,0.0,92.8571428571429
15976,2011020825,8469548,16,3600,0,0,0,27,24,1,0,23,0,26,1,88.8888888888889,100.0,88.4615384615385
15984,2010020594,8470645,16,3481,0,0,0,21,18,2,0,16,0,16,5,85.7142857142857,40.0,100.0
16048,2010021179,8470645,16,3545,0,0,2,14,13,2,0,11,0,11,3,92.8571428571429,66.6666666666667,100.0
16131,2010020540,8460612,16,3462,0,0,0,43,40,8,3,29,3,32,8,93.0232558139535,100.0,90.625
16153,2011020008,8470645,16,3442,0,0,0,33,31,3,1,27,1,29,3,93.9393939393939,100.0,93.1034482758621
16174,2011021077,8470645,16,3600,0,0,0,18,16,0,0,16,0,18,0,88.8888888888889,0.0,88.8888888888889
16334,2011021043,8470645,16,2693,0,0,0,18,18,1,0,17,0,17,1,100.0,100.0,100.0
16335,2011021043,8469548,16,1195,0,0,0,6,3,0,0,3,0,6,0,50.0,0.0,50.0
16431,2011020215,8470645,16,3599,0,0,0,30,27,12,0,15,0,16,14,90.0,85.7142857142857,93.75
16524,2011021100,8470645,16,3762,0,0,0,24,23,2,1,20,1,21,2,95.8333333333333,100.0,95.2380952380952
16594,2011021012,8469548,16,3600,0,0,0,25,22,6,0,16,0,19,6,88.0,100.0,84.2105263157895
16615,2010020458,8470645,16,3505,0,0,0,23,19,3,2,14,2,16,5,82.6086956521739,60.0,87.5
16708,2011020449,8469548,16,3900,0,0,0,30,27,5,1,21,1,24,5,90.0,100.0,87.5
16720,2010020292,8470645,16,3598,0,0,0,28,27,3,5,19,5,19,4,96.4285714285714,75.0,100.0
16730,2011020495,8470645,16,3600,0,0,0,21,20,5,0,15,0,15,6,95.2380952380952,83.3333333333333,100.0
16732,2010020247,8470645,16,3872,0,0,0,26,24,6,0,18,0,20,6,92.3076923076923,100.0,90.0
16783,2010020997,8470645,16,1200,0,0,0,8,5,0,1,4,1,7,0,62.5,0.0,57.1428571428571
16784,2010020997,8460612,16,2322,0,0,0,7,7,0,0,7,0,7,0,100.0,0.0,100.0
16797,2011020227,8469548,16,3600,0,0,0,25,24,2,1,21,1,22,2,96.0,100.0,95.4545454545455
16809,2010020757,8460612,16,3600,0,0,0,33,29,4,0,25,0,29,4,87.8787878787879,100.0,86.2068965517241
16813,2010020524,8460612,16,3600,0,0,0,27,26,7,1,18,1,18,8,96.2962962962963,87.5,100.0
16821,2011020765,8469548,16,3470,0,0,0,32,29,16,0,13,0,15,17,90.625,94.1176470588235,86.6666666666667
16919,2010020393,8470645,16,3573,0,0,0,26,24,6,1,17,1,17,8,92.3076923076923,75.0,100.0
16930,2010021132,8470645,16,3624,0,0,0,35,33,8,1,24,1,25,9,94.2857142857143,88.8888888888889,96.0
16938,2011020796,8469548,16,3588,0,0,0,28,24,0,0,24,0,28,0,85.7142857142857,0.0,85.7142857142857
16957,2010020940,8470645,16,3600,0,0,0,26,24,4,1,19,1,21,4,92.3076923076923,100.0,90.4761904761905
16974,2010020267,8460612,16,3600,0,0,0,18,18,2,1,15,1,15,2,100.0,100.0,100.0
16983,2010020168,8460612,16,3542,0,0,2,22,19,5,1,13,1,16,5,86.3636363636364,100.0,81.25
17013,2011020350,8470645,16,2702,0,0,0,21,17,3,0,14,0,18,3,80.9523809523809,100.0,77.7777777777778
17014,2011020350,8469548,16,898,0,0,0,3,3,0,0,3,0,3,0,100.0,0.0,100.0
17016,2010021229,8470645,16,3536,0,0,0,31,27,0,1,26,1,30,0,87.0967741935484,0.0,86.6666666666667
17028,2010020326,8470645,16,3600,0,0,0,27,26,6,0,20,0,20,7,96.2962962962963,85.7142857142857,100.0
17046,2010020141,8470645,16,2374,0,0,0,9,7,0,1,6,1,8,0,77.7777777777778,0.0,75.0
17047,2010020141,8460612,16,1200,0,0,0,12,8,0,0,8,0,12,0,66.6666666666667,0.0,66.6666666666667
17062,2010020584,8470645,16,3600,0,0,0,29,26,7,0,19,0,21,8,89.6551724137931,87.5,90.4761904761905
17088,2010020471,8470645,16,3586,0,0,0,30,29,0,0,29,0,30,0,96.6666666666667,0.0,96.6666666666667
17109,2010020280,8460612,16,3587,0,0,0,36,29,6,1,22,1,27,8,80.5555555555556,75.0,81.4814814814815
17120,2011020208,8470645,16,3598,0,0,0,23,20,1,0,19,0,21,2,86.9565217391304,50.0,90.4761904761905
17151,2010020240,8460612,16,3890,0,0,2,33,30,6,1,23,1,25,7,90.9090909090909,85.7142857142857,92.0
17230,2011020990,8469548,16,3600,0,0,0,31,26,4,0,22,1,25,5,83.8709677419355,80.0,88.0
17250,2011021210,8470645,16,3858,0,0,0,23,22,5,1,16,1,16,6,95.6521739130435,83.3333333333333,100.0
17265,2011020875,8470645,16,3600,0,0,0,30,29,1,1,27,1,28,1,96.6666666666667,100.0,96.4285714285714
17267,2010020107,8470645,16,3566,0,0,0,40,37,14,2,21,2,23,15,92.5,93.3333333333333,91.304347826087
17283,2010020409,8470645,16,3600,0,0,0,31,28,5,4,19,4,22,5,90.3225806451613,100.0,86.3636363636364
17339,2010020799,8470645,16,3582,0,0,0,27,25,5,2,18,2,20,5,92.5925925925926,100.0,90.0
17344,2011020118,8470645,16,3900,0,0,0,31,29,8,0,21,0,22,9,93.5483870967742,88.8888888888889,95.4545454545455
17355,2011020136,8470645,16,3600,0,0,0,33,30,6,2,22,2,25,6,90.9090909090909,100.0,88.0
17365,2010021084,8470645,16,3593,0,0,0,23,22,0,0,22,0,23,0,95.6521739130435,0.0,95.6521739130435
17395,2011020931,8469548,16,3513,0,0,2,38,35,7,1,27,1,29,8,92.1052631578947,87.5,93.1034482758621
17444,2010020486,8470645,16,3600,0,0,0,28,26,1,1,24,1,26,1,92.8571428571429,100.0,92.3076923076923
17464,2011020407,8469548,16,3694,0,0,0,33,31,12,1,18,1,20,12,93.9393939393939,100.0,90.0
17477,2011020318,8470645,16,3578,0,0,0,28,23,6,2,15,2,19,7,82.1428571428571,85.7142857142857,78.9473684210526
17480,2011020077,8470645,16,3595,0,0,0,16,14,1,0,13,0,15,1,87.5,100.0,86.6666666666667
